PRODUKT_CODE;STATION_ID;ZEITSTEMPEL;WERT;QN;QB
TT_TU_MN009;5906;201712120000;6.9;7;1
TT_TU_MN009;5906;201712120100;6.7;7;1
TT_TU_MN009;5906;201712120200;6;7;1
TT_TU_MN009;5906;201712120300;4.5;7;1
TT_TU_MN009;5906;201712120400;3.4;7;1
TT_TU_MN009;5906;201712120500;3.7;7;1
TT_TU_MN009;5906;201712120600;4;7;1
TT_TU_MN009;5906;201712120700;4.1;7;1
TT_TU_MN009;5906;201712120800;3.7;7;1
TT_TU_MN009;5906;201712120900;4.3;7;1
TT_TU_MN009;5906;201712121000;4.9;7;1
TT_TU_MN009;5906;201712121100;5;7;1
TT_TU_MN009;5906;201712121200;5.5;7;1
TT_TU_MN009;5906;201712121300;4.6;7;1
TT_TU_MN009;5906;201712121400;5.1;7;1
TT_TU_MN009;5906;201712121500;5.2;7;1
TT_TU_MN009;5906;201712121600;4.5;7;1
TT_TU_MN009;5906;201712121700;3.1;7;1
TT_TU_MN009;5906;201712121800;2;7;1
TT_TU_MN009;5906;201712121900;2.6;7;1
TT_TU_MN009;5906;201712122000;1.8;7;1
TT_TU_MN009;5906;201712122100;0.9;7;1
TT_TU_MN009;5906;201712122200;0.1;7;1
TT_TU_MN009;5906;201712122300;-0.7;7;1
TT_TU_MN009;5906;201712130000;0.5;7;1
TT_TU_MN009;5906;201712130100;0.8;7;1
TT_TU_MN009;5906;201712130200;1.4;7;1
TT_TU_MN009;5906;201712130300;0.5;7;1
TT_TU_MN009;5906;201712130400;0.5;7;1
TT_TU_MN009;5906;201712130500;1.3;7;1
TT_TU_MN009;5906;201712130600;0.8;7;1
TT_TU_MN009;5906;201712130700;1.1;7;1
TT_TU_MN009;5906;201712130800;1.3;7;1
TT_TU_MN009;5906;201712130900;2.1;7;1
TT_TU_MN009;5906;201712131000;3.7;7;1
TT_TU_MN009;5906;201712131100;4.6;7;1
TT_TU_MN009;5906;201712131200;5.1;7;1
TT_TU_MN009;5906;201712131300;5.5;7;1
TT_TU_MN009;5906;201712131400;4.4;7;1
TT_TU_MN009;5906;201712131500;3.3;7;1
TT_TU_MN009;5906;201712131600;3;7;1
TT_TU_MN009;5906;201712131700;3;7;1
TT_TU_MN009;5906;201712131800;3.8;7;1
TT_TU_MN009;5906;201712131900;4.4;7;1
TT_TU_MN009;5906;201712132000;4.9;7;1
TT_TU_MN009;5906;201712132100;5.1;7;1
TT_TU_MN009;5906;201712132200;5.8;7;1
TT_TU_MN009;5906;201712132300;5.9;7;1
TT_TU_MN009;5906;201712140000;6.1;7;1
TT_TU_MN009;5906;201712140100;6.7;7;1
TT_TU_MN009;5906;201712140200;5.9;7;1
TT_TU_MN009;5906;201712140300;4.6;7;1
TT_TU_MN009;5906;201712140400;6.6;7;1
TT_TU_MN009;5906;201712140500;6.2;7;1
TT_TU_MN009;5906;201712140600;5.7;7;1
TT_TU_MN009;5906;201712140700;5.5;7;1
TT_TU_MN009;5906;201712140800;5.6;7;1
TT_TU_MN009;5906;201712140900;6.2;7;1
TT_TU_MN009;5906;201712141000;6.7;7;1
TT_TU_MN009;5906;201712141100;7.1;7;1
TT_TU_MN009;5906;201712141200;7.3;7;1
TT_TU_MN009;5906;201712141300;7.1;7;1
TT_TU_MN009;5906;201712141400;7.2;7;1
TT_TU_MN009;5906;201712141500;7;7;1
TT_TU_MN009;5906;201712141600;6.9;7;1
TT_TU_MN009;5906;201712141700;6.2;7;1
TT_TU_MN009;5906;201712141800;5.1;7;1
TT_TU_MN009;5906;201712141900;4.7;7;1
TT_TU_MN009;5906;201712142000;3.9;7;1
TT_TU_MN009;5906;201712142100;4.2;7;1
TT_TU_MN009;5906;201712142200;4.7;7;1
TT_TU_MN009;5906;201712142300;4.8;7;1
TT_TU_MN009;5906;201712150000;4.8;7;1
TT_TU_MN009;5906;201712150100;4.8;7;1
TT_TU_MN009;5906;201712150200;4.1;7;1
TT_TU_MN009;5906;201712150300;3.7;7;1
TT_TU_MN009;5906;201712150400;3.9;7;1
TT_TU_MN009;5906;201712150500;3.6;7;1
TT_TU_MN009;5906;201712150600;3.1;7;1
TT_TU_MN009;5906;201712150700;3.4;7;1
TT_TU_MN009;5906;201712150800;3.7;7;1
TT_TU_MN009;5906;201712150900;3.4;7;1
TT_TU_MN009;5906;201712151000;3.6;7;1
TT_TU_MN009;5906;201712151100;4.3;7;1
TT_TU_MN009;5906;201712151200;5.1;7;1
TT_TU_MN009;5906;201712151300;4.4;7;1
TT_TU_MN009;5906;201712151400;5.4;7;1
TT_TU_MN009;5906;201712151500;5;7;1
TT_TU_MN009;5906;201712151600;5.3;7;1
TT_TU_MN009;5906;201712151700;3.7;7;1
TT_TU_MN009;5906;201712151800;2.9;7;1
TT_TU_MN009;5906;201712151900;3.3;7;1
TT_TU_MN009;5906;201712152000;3.4;7;1
TT_TU_MN009;5906;201712152100;3.7;7;1
TT_TU_MN009;5906;201712152200;3.5;7;1
TT_TU_MN009;5906;201712152300;3.7;7;1
TT_TU_MN009;5906;201712160000;3.5;7;1
TT_TU_MN009;5906;201712160100;3.8;7;1
TT_TU_MN009;5906;201712160200;3.7;7;1
TT_TU_MN009;5906;201712160300;3.4;7;1
TT_TU_MN009;5906;201712160400;3.1;7;1
TT_TU_MN009;5906;201712160500;2.7;7;1
TT_TU_MN009;5906;201712160600;2.7;7;1
TT_TU_MN009;5906;201712160700;2.5;7;1
TT_TU_MN009;5906;201712160800;2.5;7;1
TT_TU_MN009;5906;201712160900;2.9;7;1
TT_TU_MN009;5906;201712161000;3.4;7;1
TT_TU_MN009;5906;201712161100;4.3;7;1
TT_TU_MN009;5906;201712161200;4.1;7;1
TT_TU_MN009;5906;201712161300;5.2;7;1
TT_TU_MN009;5906;201712161400;5.1;7;1
TT_TU_MN009;5906;201712161500;5.1;7;1
TT_TU_MN009;5906;201712161600;4.4;7;1
TT_TU_MN009;5906;201712161700;4.3;7;1
TT_TU_MN009;5906;201712161800;4.1;7;1
TT_TU_MN009;5906;201712161900;1.9;7;1
TT_TU_MN009;5906;201712162000;2.3;7;1
TT_TU_MN009;5906;201712162100;3.2;7;1
TT_TU_MN009;5906;201712162200;3.2;7;1
TT_TU_MN009;5906;201712162300;3.3;7;1
TT_TU_MN009;5906;201712170000;3.5;7;1
TT_TU_MN009;5906;201712170100;3.6;7;1
TT_TU_MN009;5906;201712170200;3.7;7;1
TT_TU_MN009;5906;201712170300;3.6;7;1
TT_TU_MN009;5906;201712170400;3.8;7;1
TT_TU_MN009;5906;201712170500;3.8;7;1
TT_TU_MN009;5906;201712170600;3.8;7;1
TT_TU_MN009;5906;201712170700;3.5;7;1
TT_TU_MN009;5906;201712170800;3.2;7;1
TT_TU_MN009;5906;201712170900;3.6;7;1
TT_TU_MN009;5906;201712171000;3.7;7;1
TT_TU_MN009;5906;201712171100;4.2;7;1
TT_TU_MN009;5906;201712171200;4.1;7;1
TT_TU_MN009;5906;201712171300;3.9;7;1
TT_TU_MN009;5906;201712171400;3.7;7;1
TT_TU_MN009;5906;201712171500;3.9;7;1
TT_TU_MN009;5906;201712171600;3.8;7;1
TT_TU_MN009;5906;201712171700;3.5;7;1
TT_TU_MN009;5906;201712171800;3;7;1
TT_TU_MN009;5906;201712171900;2.9;7;1
TT_TU_MN009;5906;201712172000;3.1;7;1
TT_TU_MN009;5906;201712172100;2.2;7;1
TT_TU_MN009;5906;201712172200;2.1;7;1
TT_TU_MN009;5906;201712172300;2.2;7;1
TT_TU_MN009;5906;201712180000;2;7;1
TT_TU_MN009;5906;201712180100;1.7;7;1
TT_TU_MN009;5906;201712180200;1.9;7;1
TT_TU_MN009;5906;201712180300;1.5;7;1
TT_TU_MN009;5906;201712180400;0.4;7;1
TT_TU_MN009;5906;201712180500;0.2;7;1
TT_TU_MN009;5906;201712180600;0.2;7;1
TT_TU_MN009;5906;201712180700;0.2;7;1
TT_TU_MN009;5906;201712180800;0.4;7;1
TT_TU_MN009;5906;201712180900;1;7;1
TT_TU_MN009;5906;201712181000;1.1;7;1
TT_TU_MN009;5906;201712181100;1.5;7;1
TT_TU_MN009;5906;201712181200;2.2;7;1
TT_TU_MN009;5906;201712181300;1.6;7;1
TT_TU_MN009;5906;201712181400;2;7;1
TT_TU_MN009;5906;201712181500;2.2;7;1
TT_TU_MN009;5906;201712181600;1.3;7;1
TT_TU_MN009;5906;201712181700;1.3;7;1
TT_TU_MN009;5906;201712181800;1.8;7;1
TT_TU_MN009;5906;201712181900;1.8;7;1
TT_TU_MN009;5906;201712182000;1.6;7;1
TT_TU_MN009;5906;201712182100;1.5;7;1
TT_TU_MN009;5906;201712182200;1.5;7;1
TT_TU_MN009;5906;201712182300;1.5;7;1
TT_TU_MN009;5906;201712190000;1.4;7;1
TT_TU_MN009;5906;201712190100;1.3;7;1
TT_TU_MN009;5906;201712190200;1.4;7;1
TT_TU_MN009;5906;201712190300;1.3;7;1
TT_TU_MN009;5906;201712190400;1.3;7;1
TT_TU_MN009;5906;201712190500;1.3;7;1
TT_TU_MN009;5906;201712190600;1.3;7;1
TT_TU_MN009;5906;201712190700;1.5;7;1
TT_TU_MN009;5906;201712190800;1.5;7;1
TT_TU_MN009;5906;201712190900;2;7;1
TT_TU_MN009;5906;201712191000;2.5;7;1
TT_TU_MN009;5906;201712191100;2.9;7;1
TT_TU_MN009;5906;201712191200;3.6;7;1
TT_TU_MN009;5906;201712191300;3.8;7;1
TT_TU_MN009;5906;201712191400;3.9;7;1
TT_TU_MN009;5906;201712191500;3.8;7;1
TT_TU_MN009;5906;201712191600;3.6;7;1
TT_TU_MN009;5906;201712191700;3.5;7;1
TT_TU_MN009;5906;201712191800;3;7;1
TT_TU_MN009;5906;201712191900;2.9;7;1
TT_TU_MN009;5906;201712192000;3;7;1
TT_TU_MN009;5906;201712192100;3;7;1
TT_TU_MN009;5906;201712192200;3.2;7;1
TT_TU_MN009;5906;201712192300;3.2;7;1
TT_TU_MN009;5906;201712200000;3.3;7;1
